Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Active ingredient (product.metafields.shopify.active-ingredient),Age group (product.metafields.shopify.age-group),Allergen information (product.metafields.shopify.allergen-information),Application method (product.metafields.shopify.application-method),Application type (product.metafields.shopify.application-type),Body area (product.metafields.shopify.body-area),Caffeine content (product.metafields.shopify.caffeine-content),Cleanser type (product.metafields.shopify.cleanser-type),Color (product.metafields.shopify.color-pattern),Conditioner effect (product.metafields.shopify.conditioner-effect),Constitutive ingredients (product.metafields.shopify.constitutive-ingredients),Cosmetic finish (product.metafields.shopify.cosmetic-finish),Cosmetic function (product.metafields.shopify.cosmetic-function),Coverage level (product.metafields.shopify.coverage-level),Detailed ingredients (product.metafields.shopify.detailed-ingredients),Dietary preferences (product.metafields.shopify.dietary-preferences),Dietary supplements (product.metafields.shopify.dietary-supplements),Dietary use (product.metafields.shopify.dietary-use),Digestive supplement type (product.metafields.shopify.digestive-supplement-type),Dispenser type (product.metafields.shopify.dispenser-type),Exfoliation method (product.metafields.shopify.exfoliation-method),Face area (product.metafields.shopify.face-area),Flavor (product.metafields.shopify.flavor),Food supplement form (product.metafields.shopify.food-supplement-form),Fragrance (product.metafields.shopify.fragrance),Fragrance level (product.metafields.shopify.fragrance-level),Hair care finish (product.metafields.shopify.hair-care-finish),Hair care items included (product.metafields.shopify.hair-care-items-included),Hair treatment effect (product.metafields.shopify.hair-treatment-effect),Ingredient origin (product.metafields.shopify.ingredient-origin),Ingredients (product.metafields.shopify.ingredients),Lip makeup opacity (product.metafields.shopify.lip-makeup-opacity),Makeup shade (product.metafields.shopify.makeup-color-shade),Makeup features (product.metafields.shopify.makeup-features),Material (product.metafields.shopify.material),Moisturizer type (product.metafields.shopify.moisturizer-type),PA rating (product.metafields.shopify.pa-rating),Package type (product.metafields.shopify.package-type),Product certifications & standards (product.metafields.shopify.product-certifications-standards),Product form (product.metafields.shopify.product-form),Rinse requirement (product.metafields.shopify.rinse-requirement),Route of administration (product.metafields.shopify.route-of-administration),Shape (product.metafields.shopify.shape),Skin care effect (product.metafields.shopify.skin-care-effect),Skin care features (product.metafields.shopify.skin-care-features),Skin care mask type (product.metafields.shopify.skin-care-mask-type),SPF level (product.metafields.shopify.spf-level),Suitable for hair type (product.metafields.shopify.suitable-for-hair-type),Suitable for skin type (product.metafields.shopify.suitable-for-skin-type),Supplement health focus (product.metafields.shopify.supplement-health-focus),Target gender (product.metafields.shopify.target-gender),Texture (product.metafields.shopify.texture),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Bahrain,Price / Bahrain,Compare At Price / Bahrain,Included / BH Retail,Price / BH Retail,Compare At Price / BH Retail,Included / Zone 1 - GCC,Price / Zone 1 - GCC,Compare At Price / Zone 1 - GCC,Included / Zone 2,Price / Zone 2,Compare At Price / Zone 2,Included / Zone 3,Price / Zone 3,Compare At Price / Zone 3,Included / Zone 4,Price / Zone 4,Compare At Price / Zone 4,Included / Zone 5,Price / Zone 5,Compare At Price / Zone 5,Included / Zone 8,Price / Zone 8,Compare At Price / Zone 8,Included / zone 6,Price / zone 6,Compare At Price / zone 6,Included / zone 7,Price / zone 7,Compare At Price / zone 7,Status
dermapro-pdrn-ceramides-exosome-recovery-barrier-cream-balm-30g,DermaPRO PDRN + Ceramides Exosome Recovery Barrier Cream Balm 30g,"<p><meta charset=""UTF-8""><span>Luxe Organix DermaPRO PDRN + Ceramides Exosome Recovery Barrier Cream Balm is a rich, reparative cream designed to calm, hydrate, and restore the skin’s natural barrier. Formulated with 0.5% PDRN and Ceramides, it helps strengthen the skin barrier, locking in moisture for smoother, healthier skin. Also infused with Panthenol, Niacinamide, and Adenosine, which helps brighten dull and tired-looking skin, deeply hydrate and plump the skin, and soothe and restore the skin's glow. Reveal brighter, healthier, and more radiant skin with Luxe Organix PDRN + Ceramides Barrier Cream Balm.</span></p>
<p><span><b>How to Use</b><br>As the final step of your skincare routine, apply evenly to clean, dry skin after cleanser, toner, and serums to seal in moisture. Gently massage or pat into the face and neck until fully absorbed.</span></p>
<p><span><strong>Full List of Ingredients</strong><br>Water, Stearyl Alcohol, Cetearyl Alcohol, Niacinamide, Dipropylene Glycol, Oleyl Alcohol, Butylene Glycol, Hydroxyacetophenone, Arginine, Carbomer, Sodium DNA, Caprylyl Glycol, Glyceryl Stearate, Panthenol, PEG-75 Lanolin, Stearic Acid, Allantoin, Centella Asiatica Extract, Cetyl Ethylhexanoate, Adenosine, Polygonum Cuspidatum Root Extract, Scutellaria Baicalensis Root Extract, Disodium EDTA, Camellia Sinensis Leaf Extract, Dipotassium Glycyrrhizate, Rosmarinus Officinalis (Rosemary) Leaf Extract, Chamomilla Recutita (Matricaria) Flower Extract, Ceramide NP, Hydrogenated Lecithin, Centella Asiatica Leaf Vesicles, 1,2-Hexanediol, Ceramide NS, Ceramide AS, Ceramide AP, Cholesterol, Sodium Chloride, Trehalose, Disodium Phosphate, Potassium Phosphate, Potassium Chloride, Ceramide EOP.</span></p>
<p><span><strong>Size</strong><br>30 g</span></p>",Luxe Organix,Health & Beauty > Personal Care > Cosmetics > Skin Care > Face Moisturizers,Cream,"All Skin Types, Cream, Dehydration, Luxe Organix, Skin Care",true,Title,Default Title,,,,,,,,,300.0,shopify,339,deny,manual,4.000,5.500,true,true,,,,,'4809013016666,https://cdn.shopify.com/s/files/1/0692/0133/0422/files/IMG_0738.jpg?v=1775244249,1,"",false,,,2592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,3.500,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,active
straight-smooth-uv-protection-3x-anti-frizz-breakage-argan-oil-keratin-quinoa-seed-oil-60ml,Straight & Smooth UV Protection 3x Anti-Frizz & Breakage Argan Oil + Keratin + Quinoa Seed Oil 60ml,"<p><span>The Luxe Organix Straight &amp; Smooth Serum Hair Oil is a lightweight hair treatment specifically formulated to provide 3X anti-frizz and anti-breakage protection. Part of the brand's Serum Hair Oil line, this variant is designed to leave hair feeling sleek, soft, and shiny without a heavy or greasy residue.</span></p>
<p><span><b>How to Use</b><br>Apply to damp or dry hair, focusing on mid-lengths to ends. Use before styling for protection or as a finishing touch for shine and moisture boost.. Reapply as needed.</span></p>
<p><span><strong>Size</strong><br>60 ml</span></p>",Luxe Organix,Health & Beauty > Personal Care > Hair Care > Hair Styling Products,Hair care,"Frizzy hair, hair care, Hair Oil, hair serum, Luxe Organix",true,Title,Default Title,,,,,,,,,500.0,shopify,144,deny,manual,3.850,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0692/0133/0422/files/IMG-0734.jpg?v=1775243237,1,"",false,,,1901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,2.750,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,active
straight-smooth-uv-protection-3x-anti-frizz-breakage-argan-oil-keratin-quinoa-seed-oil-60ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0692/0133/0422/files/IMG-0735.jpg?v=1775243237,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
straight-smooth-uv-protection-3x-anti-frizz-breakage-argan-oil-keratin-quinoa-seed-oil-60ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0692/0133/0422/files/IMG-0736.jpg?v=1775243237,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
straight-smooth-uv-protection-3x-anti-frizz-breakage-argan-oil-keratin-quinoa-seed-oil-60ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0692/0133/0422/files/IMG-0737.jpg?v=1775243237,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
restore-revive-serum-hair-oil-argan-oil-keratin-murumuru-oil-60ml,Restore & Revive Serum Hair Oil Argan Oil + Keratin + Murumuru Oil 60ml,"<p><meta charset=""UTF-8""><span>Luxe Organix Restore &amp; Revive UV Protection 3x Deep Hydration Argan Oil + Keratin + Murumuru Oil Serum Hair Oil is a lightweight yet deeply hydrating hair oil that instantly nourishes dry, brittle hair without leaving a greasy residue. Perfect for dull and dehydrated hair, this serum oil helps maintain a naturally bouncy, luminous finish.</span></p>
<p><span><b>How to Use</b><br>Apply to damp or dry hair, focusing on mid-lengths to ends. Use before styling for protection or as a finishing touch for shine and moisture boost.. Reapply as needed.</span></p>
<p><span><strong>Full List of Ingredients</strong><br>Dimethicone, Cyclopentasiloxane, Astrocaryum Murumuru Seed Butter, Argania Spinosa Kernel Oil, Fragrance, Tocopheryl Acetate, Octocrylene, Ethylhexyl Methoxycinnamate, CI 60730, Hydrolyzed Keratin</span></p>
<p><span><strong>Size</strong><br>60 ml</span></p>",Luxe Organix,Health & Beauty > Personal Care > Hair Care > Hair Styling Products,Hair care,"Frizzy hair, hair care, Hair Oil, hair serum, Luxe Organix",true,Title,Default Title,,,,,,,,,500.0,shopify,142,deny,manual,3.850,,true,true,,,,,'4809013016529,https://cdn.shopify.com/s/files/1/0692/0133/0422/files/IMG-0732.webp?v=1775241995,1,"",false,,,1901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,2.750,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,active
soft-nourish-serum-hair-oil-argan-oil-keratin-manuka-honey-damage-repair-60ml,Soft & Nourish Serum Hair Oil Argan Oil + Keratin + Manuka Honey Damage Repair 60ml,"<p><meta charset=""UTF-8""><span>Luxe Organix Soft &amp; Nourish UV Protection 3x Damage Repair Argan Oil + Keratin + Manuka Honey Serum Hair Oil is a lightweight hair oil that helps revive dry, damaged, and chemically treated hair. Perfect for damaged and colored hair, it restores lost moisture and revives dullness for a radiant, healthy finish.</span></p>
<p><span><b>How to Use</b><br>Apply to damp or dry hair, focusing on mid-lengths to ends. Use before styling for protection or as a finishing touch for shine and moisture boost.. Reapply as needed.</span></p>
<p><span><strong>Full List of Ingredients</strong><br>Dimethicone, Cyclopentasiloxane, Honey (Manuka), Argania Spinosa Kernel Oil, Fragrance, Tocopheryl Acetate, Octocrylene, Ethylhexyl Methoxycinnamate, CI 12700, CI 45370, Hydrolyzed Keratin</span></p>
<div class=""product__description rte quick-add-hidden"">
<div class=""product__description rte quick-add-hidden"">
<strong>Size</strong><br>60 ml</div>
</div>",Luxe Organix,Health & Beauty > Personal Care > Hair Care > Hair Styling Products,Hair care,"Frizzy hair, hair care, Hair Oil, Luxe Organix",true,Title,Default Title,,,,,,,,,500.0,shopify,142,deny,manual,3.850,,true,true,,,,,'4809013016512,https://cdn.shopify.com/s/files/1/0692/0133/0422/files/IMG_0727.jpg?v=1775241526,1,"",false,,,1901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,2.500,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,active
soft-nourish-serum-hair-oil-argan-oil-keratin-manuka-honey-damage-repair-60ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0692/0133/0422/files/IMG_0728.jpg?v=1775241526,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
high-protection-cloud-matte-soft-blurring-mineral-serum-sunscreen-spf-50-pa-40g,High Protection Cloud Matte Soft Blurring Mineral Serum Sunscreen SPF 50+ PA ++++ 40g,"<p><meta charset=""UTF-8""><span>Luxe Organix High Protection Cloud Matte Soft Blurring Mineral Serum Sunscreen delivers SPF 50+ PA++++ defense against UVA and UVB rays without the greasy feel. This lightweight serum mattifies skin while Niacinamide, Beta-Glucan, and Mugwort Leaf Extract balance moisture and control oil. Experience soothed, nourished skin with a smoother, brighter complexion—all while maintaining a radiant, shine-free appearance throughout the day. Your daily essential for protected, flawless skin.</span></p>
<p><span><strong>Full List of Ingredients</strong><br>Water, Cyclopentasiloxane, Zinc Oxide, Butyloctyl Salicylate, Dimethicone, Dipropylene Glycol, Titanium Dioxide, Isododecane, Cetyl PEG/PPG-10/1 Dimethicone, PEG-10 Dimethicone, Niacinamide, Polymethyl Methacrylate, Cyclomethicone, Hydrogenated Polydecene, Silica, Propanediol, Hydrogen Dimethicone, Dimethicone/Vinyl Dimethicone Crosspolymer, Vinyl Dimethicone/Methicone Silsesquioxane Crosspolymer, Sodium Chloride, Sorbitan Sesquioleate, Aluminum Hydroxide, Disteardimonium Hectorite, Polyhydroxystearic Acid, Stearic Acid, Polyglyceryl-2 Triisostearate, CI 77492, Caprylyl Glycol, Ethylhexylglycerin, Adenosine, CI 77491, Bisabolol, Quartz, Pentaerythrityl Tetra-di-t-butyl Hydroxyhydrocinnamate, Butylene Glycol, CI 77499, Glycerin, 1,2-Hexanediol, Centella Asiatica Extract, Camellia Sinensis Leaf Extract, Lactobacillus Ferment, Prunus Mume Fruit Extract, Prunus Persica (Peach) Leaf Extract, Salix Nigra (Willow) Bark Extract, Morus Alba Root Extract, Cornus Officinalis Fruit Extract, Glycyrrhiza Glabra (Licorice) Root Extract, Artemisia Princeps Leaf Extract, Houttuynia Cordata Extract, Citrus Junos Fruit Extract, Angelica Gigas Root Extract, Pueraria Lobata Root Extract, Scutellaria Baicalensis Root Extract, Astragalus Membranaceus Root Extract, Sophora Japonica Root Extract, Phenoxyethanol, Beta-Glucan, Asiaticoside, Madecassic Acid, Asiatic Acid, Madecassoside</span></p>
<p><span><strong>Size</strong><br>40 g</span></p>",Luxe Organix,Uncategorized,Sunscreen,"Luxe Organix, Philippines, Skin Care, Sunscreen",true,Title,Default Title,,,,,,,,,450.0,shopify,194,deny,manual,5.000,,true,true,,,,,'4809013015317,https://cdn.shopify.com/s/files/1/0692/0133/0422/files/IMG-0726.webp?v=1775240494,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,2.800,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,active
gentle-white-face-body-soap-50g-x-3-bars,Gentle White Face & Body Soap (50g x 3 Bars),"<p>The LUNA AURA Hope Glow Gentle White Face &amp; Body Soap is a daily brightening and hydrating cleansing bar designed to provide a soft, luminous, and healthy-looking complexion. This premium formula lifts away impurities without harsh irritation, making it ideal for both face and body care. </p>
<p data-subtree=""aimfl"" data-complete=""true""><strong>Key Benefits :</strong></p>
<p data-subtree=""aimfl"" data-complete=""true"">This premium face and body soap uses a gentle formulation to lift away impurities without the harsh irritation often associated with whitening products.</p>
<ul class=""KsbFXc U6u95"" data-sfc-cb="""" data-complete=""true"" data-processed=""true"">
<li class=""dF3vjf"" data-sfc-cb="""" data-hveid=""CAEIBBAA"" data-complete=""true"" data-sae="""">
<span data-sfc-cp="""" data-sfc-cb="""" data-complete=""true""></span><span class=""T286Pc"" data-sfc-cp="""" data-sfc-cb="""" data-complete=""true""><strong class=""Yjhzub"" data-sfc-cb="""" data-complete=""true"">Targeted Care</strong>: Specifically crafted for daily use on both the face and body to reveal a fresher, more radiant glow.</span>
</li>
<li class=""dF3vjf"" data-sfc-cb="""" data-hveid=""CAEIBBAB"" data-complete=""true"" data-sae=""""><span class=""T286Pc"" data-sfc-cp="""" data-sfc-cb="""" data-complete=""true""><strong class=""Yjhzub"" data-sfc-cb="""" data-complete=""true"">Gentle Formula</strong>: Ideal for sensitive skin types, providing a nourishing cleanse that supports the skin's natural moisture barrier.</span></li>
<li class=""dF3vjf"" data-sfc-cb="""" data-hveid=""CAEIBBAC"" data-complete=""true"" data-sae=""""><span class=""T286Pc"" data-sfc-cp="""" data-sfc-cb="""" data-complete=""true"" aria-owns=""action-menu-parent-container""><strong class=""Yjhzub"" data-sfc-cb="""" data-complete=""true"">Visible Results</strong>: Designed for consistent use to help improve the appearance of dull or uneven skin tone.</span></li>
</ul>
<p><span class=""T286Pc"" data-sfc-cp="""" data-sfc-cb="""" data-complete=""true"" aria-owns=""action-menu-parent-container""><strong>How to Use</strong><br>Lather soap in your hands or on a washcloth. Gently massage onto damp skin in circular motions. Leave on for 1-3 minutes for best results. Rinse thoroughly. Use daily for a visibly glowing complexion.</span></p>
<p><span class=""T286Pc"" data-sfc-cp="""" data-sfc-cb="""" data-complete=""true"" aria-owns=""action-menu-parent-container""><strong>Size</strong><br><span>50 G X 3 Bars</span></span></p>",Luna Aura,Health & Beauty > Personal Care > Cosmetics > Bath & Body > Bar Soap,body care,"All Skin Types, Body Care, Dehydration, Luna Aura, Philippines",true,Title,Default Title,,,,,,,,,750.0,shopify,30,deny,manual,2.000,3.000,true,true,,,,,,https://cdn.shopify.com/s/files/1/0692/0133/0422/files/IMG-0723.jpg?v=1775238414,1,"",false,,,2503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,1.500,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,active
intense-white-face-and-body-soap-50g-x-3-bars,Intense White Face and Body Soap (50g x 3 Bars),"<p>Reveal fresher, more radiant skin from head to toe with <strong>Luna Aura Hope Glow Intense White Face and Body Soap (50 g x 3 Bars)</strong>, a premium brightening cleansing bar set infused with multiple active ingredients known for their skin‑conditioning and tone‑supporting benefits.</p>
<p>This triple pack features a rich, creamy lather that gently cleanses away dirt, excess oil and impurities while helping to promote a more even skin tone. Formulated with niacinamide to support smoother, more balanced skin texture, kojic acid and alpha arbutin to help reduce the look of dark spots and uneven pigmentation, goat’s milk to nourish and moisturise, and daisy flower extract for antioxidant support and a brighter finish.</p>
<p><strong>Key Benefits:</strong></p>
<ul>
<li>
<strong>Cleanse &amp; refresh:</strong> Gently lifts away dirt, oil and impurities for a clean feel.</li>
<li>
<strong>Even tone support:</strong> Niacinamide, kojic acid and alpha arbutin help promote the appearance of more even‑toned skin.</li>
<li>
<strong>Hydrating nourishment:</strong> Goat’s milk helps support softness and moisture.</li>
<li>
<strong>Antioxidant care:</strong> Daisy flower extract provides botanical support for a brighter look.</li>
<li>
<strong>Multi‑use:</strong> Formulated for everyday use on <strong>both face and body</strong>.</li>
</ul>
<p><strong>How to Use</strong><br><span>Lather soap in your hands or on a washcloth. Gently massage onto damp skin in circular motions. Leave on for 1-3 minutes for best results. Rinse thoroughly. Use daily for a visibly glowing complexion.</span></p>
<p><span><strong>Full List of Ingredients</strong><br></span><span class=""metafield-multi_line_text_field"">Coconut Oil, Lye Water, Daisy Flower Extract (Belides ORG), Goat’s Milk Extract, Niacinamide, Kojic Acid Dipalmitate, Aloe Vera Extract, Glycerin, Alpha Arbutin, Fragrance</span></p>
<p>For detailed ingredients list, please refer to the individual product packaging.</p>
<p><strong>Size</strong><br><span>50 G X 3 Bars</span></p>",Luna Aura,Health & Beauty > Personal Care > Cosmetics > Bath & Body > Bar Soap,body care,"All Skin Types, Body Care, Luna Aura, Philippines",true,Title,Default Title,,,,,,,,,1000.0,shopify,23,deny,manual,2.000,3.000,true,true,,,,,,https://cdn.shopify.com/s/files/1/0692/0133/0422/files/IMG-0722.webp?v=1775237991,1,"",false,,,2503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,1.500,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,active
well-hair-repair-and-maintenance-hair-mask-1000g,Well Hair Repair and Maintenance Hair Mask 1000g,"<p>Smooths, Nourishes, and Repairs Damaged Hair! Revitalize your hair with the Well Hair Repair and Maintenance Hair Mask, designed to deeply repair and restore dry, frizzy, or chemically treated hair. This nourishing formula penetrates deeply to repair damage, moisturize, and maintain healthy, soft, and shiny hair. Perfect for weekly treatments or intensive care routines, this 1000g jar delivers salon-quality results at home. Enriched with restorative ingredients, it strengthens weakened strands, reduces frizz, and restores natural shine. Ideal for all hair types, especially those needing extra TLC after coloring, heat styling, or chemical treatments.</p>
<p><meta charset=""UTF-8""><b>Size </b><br><span>1000 g</span></p>",WELL HAIR,Health & Beauty > Personal Care > Hair Care > Shampoo & Conditioner > Conditioners,Hair care,"hair care, Philippines, WELL HAIR",true,Title,Default Title,,,,,,,,,1500.0,shopify,192,deny,manual,5.500,6.500,true,true,,,,,,https://cdn.shopify.com/s/files/1/0692/0133/0422/files/IMG-0721.webp?v=1775237390,1,"",false,,,543616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,active
purederm-collagen-makeup-remover-towelettes-30s,Purederm Collagen Makeup Remover Towelettes 30s,"<p data-start=""315"" data-end=""778""><strong data-start=""315"" data-end=""331"">Description:</strong><br data-start=""331"" data-end=""334"">Purederm Collagen Makeup Remover Towelettes are soft, pre-moistened cleansing wipes designed to effectively remove makeup, dirt, and impurities while keeping the skin hydrated and refreshed. Infused with collagen, these towelettes help support skin elasticity and leave the skin feeling smooth and nourished. Perfect for daily use or on-the-go cleansing, they provide a quick and convenient solution for maintaining clean, healthy-looking skin.</p>
<hr data-start=""780"" data-end=""783"">
<p data-start=""785"" data-end=""1018""><strong data-start=""785"" data-end=""799"">How to Use</strong><br data-start=""799"" data-end=""802"">Gently wipe over the face, eyes, and neck to remove makeup and impurities. Reseal the pack after use to prevent the wipes from drying out. No rinsing required, but follow with your regular skincare routine if needed.</p>
<hr data-start=""1020"" data-end=""1023"">
<p data-start=""1025"" data-end=""1045""><strong data-start=""1025"" data-end=""1033"">Size</strong><br data-start=""1033"" data-end=""1036"">30 sheets</p>",Purederm,Uncategorized,Cleansers,"All Skin Types, Cleanser, Hydration, Korean Skincare, Makeup Remover, Purederm, Sensitive, Skin Care, South Korea",true,Title,Default Title,,,,,,,,,200.0,shopify,95,deny,manual,2.500,,true,true,,,,,'8809052588861,https://cdn.shopify.com/s/files/1/0692/0133/0422/files/product.jpg?v=1775289364,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,1.000,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,active
purederm-argan-makeup-remover-towelettes-30s,Purederm Argan Makeup Remover Towelettes 30s,"<p data-start=""334"" data-end=""786""><strong data-start=""334"" data-end=""350"">Description:</strong><br data-start=""350"" data-end=""353"">Purederm Argan Makeup Remover Towelettes are soft, pre-moistened cleansing wipes designed to gently remove makeup, dirt, and impurities while nourishing the skin. Infused with argan oil, known for its moisturizing properties, these wipes help keep the skin hydrated, smooth, and refreshed after every use. Ideal for daily cleansing or on-the-go use, they provide a quick and convenient way to maintain clean and healthy-looking skin.</p>
<hr data-start=""788"" data-end=""791"">
<p data-start=""793"" data-end=""1008""><strong data-start=""793"" data-end=""807"">How to Use</strong><br data-start=""807"" data-end=""810"">Gently wipe over the face, eyes, and neck to remove makeup and impurities. Reseal the pack after use to prevent drying. No rinsing required, but follow with your regular skincare routine if desired.</p>
<hr data-start=""1010"" data-end=""1013"">
<p data-start=""1015"" data-end=""1035""><strong data-start=""1015"" data-end=""1023"">Size</strong><br data-start=""1023"" data-end=""1026"">30 sheets</p>",Purederm,Uncategorized,Wipes,"All Skin Types, Cleanser, Hydration, Purederm, Sensitive, Skin Care, South Korea",true,Title,Default Title,,,,,,,,,200.0,shopify,96,deny,manual,2.500,,true,true,,,,,'8809052589301,https://cdn.shopify.com/s/files/1/0692/0133/0422/files/my-11134207-7r98q-lqbkv8hdm1n9a5.jpg?v=1775289652,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,1.000,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,active
silk-organix-facial-wax-strips-grapefruit-8pcs,Silk Organix Facial Wax Strips Grapefruit 8pcs,"<p data-start=""434"" data-end=""860""><strong data-start=""434"" data-end=""450"">Description:</strong><br data-start=""450"" data-end=""453"">Silk Organix Facial Wax Strips Grapefruit are ready-to-use wax strips designed for quick and effective facial hair removal. Infused with grapefruit extract, they help leave the skin feeling fresh, smooth, and clean after use. These convenient strips remove even fine hair from the root, providing longer-lasting smoothness compared to shaving. Ideal for use on areas such as the upper lip, cheeks, and chin.</p>
<hr data-start=""862"" data-end=""865"">
<p data-start=""867"" data-end=""1174""><strong data-start=""867"" data-end=""881"">How to Use</strong><br data-start=""881"" data-end=""884"">Rub the wax strip between your hands to warm it slightly. Slowly separate the strips and apply one onto clean, dry skin in the direction of hair growth. Press firmly, then quickly pull off against the direction of hair growth. Repeat as needed. Clean any residue with post-wax wipes or oil.</p>
<hr data-start=""1176"" data-end=""1179"">
<p data-start=""1181"" data-end=""1197""><strong data-start=""1181"" data-end=""1189"">Size</strong><br data-start=""1189"" data-end=""1192"">8 pcs</p>",Silk Organix,Uncategorized,Wax Strips,"All Skin Types, Philippines, Sensitive, Silk Organix, Skin Care",false,Title,Default Title,,,,,,,,,0.0,shopify,0,deny,manual,0.000,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0692/0133/0422/files/WTCPH-50024562-front-zoom.avif?v=1775289967,1,"",false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,true,,,draft
